gsi_deposit_id	deposit_value	mineral	metal_class	state	sheet_no	district	locality	latlong	symbol	rock_type	rock_age	deposit_size	remark	page	latitude	longitude
131	26029.2	"iron ore"	"Iron and Ferro-Alloy Metals"	"KARNATAKA"	"20"	"Tumkur dist."	"111. Manchekatte"	"13^24' - 13^24'30" : 76^41' - 76^41'30""	"Fe"	"Banded hematite quartzite, phyllite, hornblende schist and gneiss"	"Archaean - Lower Proterozoic"	3	""	4	13.40417	76.6875
132	26029.2	"iron ore"	"Iron and Ferro-Alloy Metals"	"KARNATAKA"	"20"	"Tumkur dist."	"113. Gollarahalli"	"13^20'30" : 76^40'"	"Fe"	"BHQ of Dharwar Supergroup"	"Archaean - Lower Proterozoic"	3	""	4	13.34167	76.66666
133	26029.2	"iron ore"	"Iron and Ferro-Alloy Metals"	"KARNATAKA"	"20"	"Tumkur dist."	"114. Janehar"	"13^28' : 76^40'"	"Fe"	"BHQ of Dharwar Supergroup"	"Archaean - Lower Proterozoic"	3	""	4	13.46667	76.66666
134	26029.2	"iron ore"	"Iron and Ferro-Alloy Metals"	"KARNATAKA"	"20"	"Tumkur dist."	"115. Lakkamenahalli"	"13^20' : 76^55'"	"Fe"	"BHQ of Dharwar Supergroup"	"Archaean - Lower Proterozoic"	3	""	4	13.33333	76.91666
135	26029.2	"iron ore"	"Iron and Ferro-Alloy Metals"	"KARNATAKA"	"20"	"Tumkur dist."	"116. Manchekatte"	"13^23'30" : 76^39'"	"Fe"	"BHQ of Dharwar Supergroup"	"Archaean - Lower Proterozoic"	3	""	4	13.39167	76.65
137	143160.6	"iron ore"	"Iron and Ferro-Alloy Metals"	"KARNATAKA"	"20"	"Tumkur dist."	"118. Chikanyakanahalli"	"13^05' : 76^40'"	"Fe"	"Laterites, phyllite, banded hematite quartzite"	"Archaean - Lower Proterozoic"	2	""	4	13.08333	76.66666
138	26029.2	"iron ore"	"Iron and Ferro-Alloy Metals"	"KARNATAKA"	"20"	"Tumkur dist."	"119. Janehara"	"13^25' : 76^35'"	"Fe"	"Laterites, phyllite, banded hematite quartzite"	"Archaean - Lower Proterozoic"	3	""	4	13.41667	76.58334
139	3.51e+07	"iron ore"	"Iron and Ferro-Alloy Metals"	"MADHYA PRADESH"	"18"	"Bastar dist."	"120. Bailadila Range Deposit No. 1"	"18^40' : 81^10'"	"Fe"	"Hematite quartzite of Bailadila Group"	"Archaean - Lower Proterozoic"	1	""	4	18.66667	81.16666
142	6160207	"iron ore"	"Iron and Ferro-Alloy Metals"	"MADHYA PRADESH"	"18"	"Bastar dist."	"126a. Toniar"	"19^31' : 81^26'"	"Fe"	"B.H.Q. of Bailadila Group"	"Archaean - Lower Proterozoic"	2	""	4	19.51667	81.43333
143	2185646	"iron ore"	"Iron and Ferro-Alloy Metals"	"MADHYA PRADESH"	"14"	"Durg dist."	"127. Dalli-Rajhara"	"20^33' - 20^35' : 81^00'45" - 81^07'00""	"Fe"	"B.H.Q. of Bailadila Group"	"Archaean - Lower Proterozoic"	1	""	4	20.56667	81.06458
144	1202105	"iron ore"	"Iron and Ferro-Alloy Metals"	"MADHYA PRADESH"	"14"	"Durg dist."	"128. Mahamaya"	"20^28'30" _ 20^29'45" : 80^59' - 80^59'30""	"Fe"	"B.H.Q. of Bailadila Group"	"Archaean - Lower Proterozoic"	2	""	4	20.48542	80.9875
146	38278.5	"iron ore"	"Iron and Ferro-Alloy Metals"	"MADHYA PRADESH"	"14"	"Jabalpur dist."	"130. Pratapur"	"23^23'30" : 80^10'20""	"Fe"	"Hematite quartzite of Mahakosal Group"	"Lower Proterozoic"	3	""	4	23.39167	80.17223
147	38278.5	"iron ore"	"Iron and Ferro-Alloy Metals"	"MADHYA PRADESH"	"14"	"Jabalpur dist."	"131. Sihora"	"23^29' : 80^06'30""	"Fe"	"Hematite quartzite of Mahakosal Group"	"Lower Proterozoic"	3	""	4	23.48333	80.10833
150	28193.5	"iron ore"	"Iron and Ferro-Alloy Metals"	"MAHARASHTRA"	"14"	"Chanda, Chandrapur dist."	"134. Asola Gunjewali"	"20^14' - 20^15'  : 79^44' - 79^46'"	"Fe"	"B.H.Q., phyllite, quartzite, talc-tremolite schist found within the granitised t"	"Archaean - Lower Proterozoic"	3	""	4	20.24167	79.75
153	28193.5	"iron ore"	"Iron and Ferro-Alloy Metals"	"MAHARASHTRA"	"14"	"Chanda, Chandrapur dist."	"141. Lohara - Sindewahi"	"20^23' : 79^44'21""	"Fe"	"BHQ and quartzite found within the granitised terrain"	"Archaean - Lower Proterozoic"	3	""	4	20.38333	79.73917
157	717541	"iron ore"	"Iron and Ferro-Alloy Metals"	"MAHARASHTRA"	"20"	"Ratnagiri dist."	"145. Tirvada"	"15^45'30" : 73^41'50""	"Fe"	"Phyllite, quartzite of Dharwar Supergroup"	"Archaean - Lower Proterozoic"	3	""	5	15.75833	73.69722
158	717541	"iron ore"	"Iron and Ferro-Alloy Metals"	"MAHARASHTRA"	"20"	"Ratnagiri dist."	"146. Ajgaon"	"15^46'30" : 73^42'"	"Fe"	"Phyllite, quartzite of Dharwar Supergroup"	"Archaean - Lower Proterozoic"	3	""	5	15.775	73.7
160	1871735	"iron ore"	"Iron and Ferro-Alloy Metals"	"ORISSA"	"15"	"Cuttack dist."	"181. Daitari Deposit"	"21^06' : 85^50'"	"Fe"	"Ferruginous shale of Gorumahisini Group"	"Archaean"	2	""	5	21.1	85.83334
161	6337.804	"iron ore"	"Iron and Ferro-Alloy Metals"	"ORISSA"	"15"	"Keonjhar dist."	"161. Noagaon"	"22^00' : 85^07'"	"Fe"	"Ferruginous shale of Gorumahisini Group"	"Archaean"	2	""	5	22	85.11667
162	340315.3	"iron ore"	"Iron and Ferro-Alloy Metals"	"ORISSA"	"15"	"Keonjhar dist."	"162. Ramdeo-Joda-Bonaike"	"22^01' : 85^26'"	"Fe"	"BHQ, BHJ of Bonai Group"	"Archaean - Lower Proterozoic"	3	""	5	22.01667	85.43333
163	340315.3	"iron ore"	"Iron and Ferro-Alloy Metals"	"ORISSA"	"15"	"Keonjhar dist."	"163. Raika"	"22^05' : 85^25'"	"Fe"	"BHQ, BHJ of Bonai Group"	"Archaean - Lower Proterozoic"	3	""	5	22.08333	85.41666
164	1871735	"iron ore"	"Iron and Ferro-Alloy Metals"	"ORISSA"	"15"	"Keonjhar dist."	"164. Sekradihi"	"21^50' : 85^24'"	"Fe"	"BHQ, BHJ of Bonai Group"	"Archaean - Lower Proterozoic"	2	""	5	21.83333	85.4
165	340315.3	"iron ore"	"Iron and Ferro-Alloy Metals"	"ORISSA"	"15"	"Keonjhar dist."	"166. Tiring Pahar"	"21^58' : 85^23'30""	"Fe"	"Shale, BHJ, laterite of Gorumahisini Group"	"Archaean"	3	""	5	21.96667	85.39167
166	3403154	"iron ore"	"Iron and Ferro-Alloy Metals"	"ORISSA"	"15"	"Keonjhar dist."	"167. Khandbandts"	"21^57'30" : 85^24'"	"Fe"	"Shale, BHQ of Bonai Group"	"Archaean-Lower Proterozoic"	1	""	5	21.95833	85.4
167	340315.3	"iron ore"	"Iron and Ferro-Alloy Metals"	"ORISSA"	"15"	"Keonjhar dist."	"168. Lahanda"	"22^03' : 85^27'30""	"Fe"	"Shale, BHQ of Bonai Group"	"Archaean-Lower Proterozoic"	3	""	5	22.05	85.45834
168	340315.3	"iron ore"	"Iron and Ferro-Alloy Metals"	"ORISSA"	"15"	"Keonjhar dist."	"169. Laupada"	"21^33' : 85^33'"	"Fe"	"Shale, phyllite, schist of Gorumahisini Group"	"Archaean"	3	""	5	21.55	85.55
169	3403154	"iron ore"	"Iron and Ferro-Alloy Metals"	"ORISSA"	"15"	"Keonjhar dist."	"170. Murgabera"	"22^04' - 22^09' : 85^25'30" - 85^28'30""	"Fe"	"Laterite, BHQ, BHJ and shale of Bonai Group"	"Archaean - Lower Proterozoic"	1	""	5	22.10833	85.45
170	340315.3	"iron ore"	"Iron and Ferro-Alloy Metals"	"ORISSA"	"15"	"Keonjhar dist."	"171. Kalaparbat"	"22^05' : 85^25'"	"Fe"	"Laterite, BHQ, BHJ and shale of Bonai Group"	"Archaean - Lower Proterozoic"	3	""	5	22.08333	85.41666
171	1871735	"iron ore"	"Iron and Ferro-Alloy Metals"	"ORISSA"	"15"	"Keonjhar dist."	"172. Kasia"	"22^04' : 85^23'"	"Fe"	"Shale, laterite, BHQ, BHJ of Bonai Group"	"Archaean - Lower Proterozoic"	2	""	5	22.06667	85.38333
172	1152.328	"iron ore"	"Iron and Ferro-Alloy Metals"	"ORISSA"	"15"	"Keonjhar dist."	"173. Jaribanal"	"21^55' : 85^20'"	"Fe"	"Shale, BHJ of Bonai Group"	"Archaean - Lower Proterozoic"	3	""	5	21.91667	85.33334
173	3403154	"iron ore"	"Iron and Ferro-Alloy Metals"	"ORISSA"	"15"	"Keonjhar dist."	"174. Joda"	"22^01' : 85^26'"	"Fe"	"Shale, BHJ of Bonai Group"	"Archaean - Lower Proterozoic"	1	""	5	22.01667	85.43333
174	340315.3	"iron ore"	"Iron and Ferro-Alloy Metals"	"ORISSA"	"15"	"Keonjhar dist."	"175. Gurubeda"	"22^00' : 85^25'"	"Fe"	"Shale, BHJ of Bonai Group"	"Archaean - Lower Proterozoic"	3	""	5	22	85.41666
175	340315.3	"iron ore"	"Iron and Ferro-Alloy Metals"	"ORISSA"	"15"	"Keonjhar dist."	"176. Inganijharam"	"22^01' : 85^27'"	"Fe"	"Laterised shale, quartzite and BHJ of Bonai Group"	"Archaean - Lower Proterozoic"	3	""	5	22.01667	85.45
176	1871735	"iron ore"	"Iron and Ferro-Alloy Metals"	"ORISSA"	"15"	"Keonjhar dist."	"177. Jajang"	"21^56'30" - 21^57' : 85^26'15" - 85^26'"	"Fe"	"Laterised shale, quartzite and BHJ of Bonai Group"	"Archaean - Lower Proterozoic"	2	""	5	21.94584	85.43542
177	11523.28	"iron ore"	"Iron and Ferro-Alloy Metals"	"ORISSA"	"15"	"Keonjhar dist."	"178. Gandhamardhan hill"	"21^55' : 85^20'"	"Fe"	"Laterised shale, quartzite and BHJ of Bonai Group"	"Archaean - Lower Proterozoic"	1	""	5	21.91667	85.33334
178	340315.3	"iron ore"	"Iron and Ferro-Alloy Metals"	"ORISSA"	"15"	"Keonjhar dist."	"180. Chamakpur"	"22^00' : 85^25'"	"Fe"	"Laterised shale, quartzite and BHJ of Bonai Group"	"Archaean - Lower Proterozoic"	3	""	5	22	85.41666
179	3403154	"iron ore"	"Iron and Ferro-Alloy Metals"	"ORISSA"	"15"	"Keonjhar dist."	"182. Dalki (Thakurani)"	"22^05' : 85^25'"	"Fe"	"BHQ, BHJ of Bonai Group"	"Archaean - Lower Proterozoic"	1	""	5	22.08333	85.41666
180	340315.3	"iron ore"	"Iron and Ferro-Alloy Metals"	"ORISSA"	"15"	"Keonjhar dist."	"183. Bhadrasai"	"22^07' : 85^24'"	"Fe"	"BHQ, BHJ of Bonai Group"	"Archaean - Lower Proterozoic"	3	""	5	22.11667	85.4
181	1871735	"iron ore"	"Iron and Ferro-Alloy Metals"	"ORISSA"	"15"	"Keonjhar dist."	"184. Banspani"	"21^59'30" : 85^25'"	"Fe"	"BHQ, BHJ of Bonai Group"	"Archaean - Lower Proterozoic"	2	""	5	21.99167	85.41666
182	3403154	"iron ore"	"Iron and Ferro-Alloy Metals"	"ORISSA"	"15"	"Keonjhar dist."	"185. Bolani-Balagoda"	"22^03' - 22^07' : 85^17' - 85^20'"	"Fe"	"BHQ, BHJ of Bonai Group"	"Archaean - Lower Proterozoic"	1	""	5	22.08333	85.30833
183	1871735	"iron ore"	"Iron and Ferro-Alloy Metals"	"ORISSA"	"15"	"Keonjhar dist."	"186. Balda"	"21^52' - 21^53'30" : 85^23'45" - 85^25'"	"Fe"	"BHQ, BHJ of Bonai Group"	"Archaean - Lower Proterozoic"	2	""	5	21.87917	85.40625
184	340315.3	"iron ore"	"Iron and Ferro-Alloy Metals"	"ORISSA"	"15"	"Keonjhar dist."	"187. Balda - Palsa"	"21^55' : 85^25'"	"Fe"	"BHQ, BHJ of Bonai Group"	"Archaean - Lower Proterozoic"	3	""	5	21.91667	85.41666
185	340315.3	"iron ore"	"Iron and Ferro-Alloy Metals"	"ORISSA"	"15"	"Mayurbhanj dist."	"188. Balita"	"22^04'30" : 85^26'30""	"Fe"	"BHQ, BHJ of Bonai Group"	"Archaean - Lower Proterozoic"	3	""	5	22.075	85.44167
186	65308.34	"iron ore"	"Iron and Ferro-Alloy Metals"	"ORISSA"	"15"	"Mayurbhanj dist."	"190. Bhitaramda and Purnapani"	"22^08' : 86^12'30""	"Fe"	"BHQ, quartzite and phyllite of Gorumahisini Group"	"Archaean"	3	""	5	22.13333	86.20834
187	65308.34	"iron ore"	"Iron and Ferro-Alloy Metals"	"ORISSA"	"15"	"Mayurbhanj dist."	"191. Bhiyabasa and Purnapani"	"22^07' : 86^11'"	"Fe"	"BHQ, quartzite and phyllite"	"Archaean"	3	""	5	22.11667	86.18333
188	65308.34	"iron ore"	"Iron and Ferro-Alloy Metals"	"ORISSA"	"15"	"Mayurbhanj dist."	"192. Badampahar"	"22^05' : 86^07'"	"Fe"	"BHQ, BHJ, shale intruded by dolerite dyke"	"Archaean"	3	""	5	22.08333	86.11667
189	6337.804	"iron ore"	"Iron and Ferro-Alloy Metals"	"ORISSA"	"15"	"Sundergarh & Keonjhar dist."	"194. Ganua - Gurda and Satkuria"	"21^55' : 85^22'"	"Fe"	"BHQ of Bonai Group"	"Archaean - Lower Proterozoic"	2	""	5	21.91667	85.36667
190	3403154	"iron ore"	"Iron and Ferro-Alloy Metals"	"ORISSA"	"15"	"Sundergarh & Keonjhar dist."	"195. Malangtoli"	"21^46' : 85^20'"	"Fe"	"BHQ of Bonai Group"	"Archaean - Lower Proterozoic"	1	""	5	21.76667	85.33334
191	6337.804	"iron ore"	"Iron and Ferro-Alloy Metals"	"ORISSA"	"15"	"Sundergarh & Keonjhar dist."	"196. Mitinghurda-Diring-buru-Rokino"	"21^50' : 85^20'"	"Fe"	"BHQ of Bonai Group"	"Archaean - Lower Proterozoic"	2	""	5	21.83333	85.33334
192	3403154	"iron ore"	"Iron and Ferro-Alloy Metals"	"ORISSA"	"15"	"Sundergarh & Keonjhar dist."	"29. Banspani - Jhiling-Langtola"	"21^58' : 85^24'"	"Fe"	"BHQ of Bonai Group"	"Archaean - Lower Proterozoic"	1	""	5	21.96667	85.4
193	6337.804	"iron ore"	"Iron and Ferro-Alloy Metals"	"ORISSA"	"15"	"Sundergarh dist."	"147. Badamgarh Pahar"	"21^48' : 85^16'"	"Fe"	"BHQ, BHJ and associated rocks of Bonai Group"	"Archaean - Lower Proterozoic"	2	""	5	21.8	85.26667
194	6337.804	"iron ore"	"Iron and Ferro-Alloy Metals"	"ORISSA"	"15"	"Sundergarh dist."	"148. Baliapahar - Khejurdari"	"21^50'06" - 21^51'25" : 85^16'49" - 85^17'43""	"Fe"	"BHQ, BHJ and associated rocks of Bonai Group"	"Archaean - Lower Proterozoic"	2	""	5	21.84597	85.28778
195	6337.804	"iron ore"	"Iron and Ferro-Alloy Metals"	"ORISSA"	"15"	"Sundergarh dist."	"149. Fulihari"	"21^45'29" - 21^46'50" : 85^09'07" - 85^11'22""	"Fe"	"BHQ, BHJ and associated rocks of Bonai Group"	"Archaean - Lower Proterozoic"	2	""	5	21.76931	85.1707
196	340315.3	"iron ore"	"Iron and Ferro-Alloy Metals"	"ORISSA"	"15"	"Sundergarh dist."	"150. Gonua"	"21^50' : 85^22'"	"Fe"	"BHQ, BHJ and associated rocks of Bonai Group"	"Archaean - Lower Proterozoic"	3	""	5	21.83333	85.36667
197	11523.28	"iron ore"	"Iron and Ferro-Alloy Metals"	"ORISSA"	"15"	"Sundergarh dist."	"151. Katta area"	"21^51' : 85^08'"	"Fe"	"BHQ and shale of Bonai Group"	"Archaean - Lower Proterozoic"	1	""	5	21.85	85.13333
198	1152.328	"iron ore"	"Iron and Ferro-Alloy Metals"	"ORISSA"	"15"	"Sundergarh dist."	"152. Kasira"	"21^54'48" - 21^57'37" : 85^14'08" - 85^15'40" :"	"Fe"	"Ferruginous, manganiferrous laterite and shale of Bonai Group"	"Archaean - Lower Proterozoic"	3	""	5	21.93681	85.24834
199	6337.804	"iron ore"	"Iron and Ferro-Alloy Metals"	"ORISSA"	"15"	"Sundergarh dist."	"153. Kurmitar"	"21^44'10" - 21^45'29" : 85^09'05" - 85^11'40""	"Fe"	"BHQ, BHJ and shale of Bonai Group"	"Archaean - Lower Proterozoic"	2	""	5	21.74708	85.17291
200	1152.328	"iron ore"	"Iron and Ferro-Alloy Metals"	"ORISSA"	"15"	"Sundergarh dist."	"154. Lodapani"	"21^45' - 21^46'19" : 85^06'35" - 85^07'53""	"Fe"	"BHQ, BHJ and shale of Bonai Group"	"Archaean - Lower Proterozoic"	3	""	5	21.76097	85.12056
201	1152.328	"iron ore"	"Iron and Ferro-Alloy Metals"	"ORISSA"	"15"	"Sundergarh dist."	"155. Lusi"	"21^40'50" - 21^47'48" : 85^09'49" - 85^12'42""	"Fe"	"BHQ, BHJ and shale of Bonai Group"	"Archaean - Lower Proterozoic"	3	""	5	21.73861	85.18764
202	11523.28	"iron ore"	"Iron and Ferro-Alloy Metals"	"ORISSA"	"15"	"Sundergarh dist."	"155a. Mankamacha"	"21^48' : 85^14'"	"Fe"	"BHQ, BHJ and shale of Bonai Group"	"Archaean - Lower Proterozoic"	1	""	5	21.8	85.23333
203	1152.328	"iron ore"	"Iron and Ferro-Alloy Metals"	"ORISSA"	"15"	"Sundergarh dist."	"156. Nididh"	"21^53' -21^57' : 85^15'"	"Fe"	"Ferruginous, manganiferous laterite and shale of Bonai Group"	"Archaean - Lower Proterozoic"	3	""	5	21.91667	85.25
204	1152.328	"iron ore"	"Iron and Ferro-Alloy Metals"	"ORISSA"	"15"	"Sundergarh dist."	"157. Rajhasa"	"21^46'33" - 21^47'54" : 85^07'44" - 85^09'31""	"Fe"	"Phyllite, shale and Iron Ore of Bonai Group"	"Archaean - Lower Proterozoic"	3	""	6	21.78708	85.14375
205	1152.328	"iron ore"	"Iron and Ferro-Alloy Metals"	"ORISSA"	"15"	"Sundergarh dist."	"158. Rontha"	"21^45'08" - 21^46'50" : 85^07'53" - 85^09'07""	"Fe"	"BHQ, BHJ, laterite of Bonai Group"	"Archaean - Lower Proterozoic"	3	""	6	21.76639	85.14166
206	6337.804	"iron ore"	"Iron and Ferro-Alloy Metals"	"ORISSA"	"15"	"Sundergarh dist."	"159. Siljora"	"21^45'06" - 21^48'22" : 85^06'51" - 85^09'02""	"Fe"	"Shale, phyllite, epidiorite, dolerite, BHJ, BHQ, laterite of Bonai Group"	"Archaean - Lower Proterozoic"	2	""	6	21.77889	85.13236
207	340315.3	"iron ore"	"Iron and Ferro-Alloy Metals"	"ORISSA"	"15"	"Sundergarh dist."	"160. Uparjagar"	"21^31' : 85^32'"	"Fe"	"Shale, phyllite of Gorumahisini Group"	"Archaean"	3	""	6	21.51667	85.53333
208	221370	"iron ore"	"Iron and Ferro-Alloy Metals"	"RAJASTHAN"	"8"	"Jaipur dist."	"197. Morija"	"27^10' : 75^49'"	"Fe"	"Schists and quartzite belonging to Alwar Group of Delhi Supergroup"	"Lower - Middle Proterozoic"	3	""	6	27.16667	75.81667
209	5	"iron ore"	"Iron and Ferro-Alloy Metals"	"RAJASTHAN"	"8"	"Jhun-Jhunu dist."	"198. Jamalpur"	"27^57' : 75^57'"	"Fe"	"Quartzite of Delhi Supergroup"	"Lower - Middle Proterozoic"	3	""	6	27.95	75.95
210	5	"iron ore"	"Iron and Ferro-Alloy Metals"	"RAJASTHAN"	"8"	"Jhun-Jhunu dist."	"198a. Taonda"	"27^55' : 75^50'"	"Fe"	"Quartzite of Delhi Supergroup"	"Lower - Middle Proterozoic"	3	""	6	27.91667	75.83334
211	3	"iron ore"	"Iron and Ferro-Alloy Metals"	"RAJASTHAN"	"8"	"Sikar dist."	"199. Narda-Nanowas"	"27^43' - 27^44' : 75^55'"	"Fe"	"Quartzite of Delhi Supergroup"	"Lower - Middle Proterozoic"	3	""	6	27.725	75.91666
212	6026	"iron ore"	"Iron and Ferro-Alloy Metals"	"RAJASTHAN"	"8"	"Udaipur dist."	"200. Natharakipal"	"24^13' : 73^50'"	"Fe"	"Rocks of Aravalli Supergroup"	"Lower Proterozoic"	2	""	6	24.21667	73.83334
214	12913.17	"iron ore"	"Iron and Ferro-Alloy Metals"	"ANDHRA PRADESH"	"21"	"Ongole dist."	"53. Annangi"	"15^40' : 79^59'"	"Fe"	"Banded magnetite quartzite"	"Archaean"	3	""	6	15.66667	79.98333
215	12913.17	"iron ore"	"Iron and Ferro-Alloy Metals"	"ANDHRA PRADESH"	"21"	"Ongole dist."	"54. Barapalle"	"15^41' : 79^59'"	"Fe"	"Banded magnetite quartzite"	"Archaean"	3	""	6	15.68333	79.98333
216	38739.5	"iron ore"	"Iron and Ferro-Alloy Metals"	"ANDHRA PRADESH"	"21"	"Ongole dist."	"55. Konijedu Marlapadu"	"15^25' - 15^27' : 79^57' - 79^58'"	"Fe"	"Banded magnetite quartzite"	"Archaean"	1	""	6	15.43333	79.95833
217	12913.17	"iron ore"	"Iron and Ferro-Alloy Metals"	"ANDHRA PRADESH"	"21"	"Ongole dist."	"56. Manikesavaram"	"15^45' : 79^57'"	"Fe"	"Banded magnetite quartzite"	"Archaean"	3	""	6	15.75	79.95
218	25826.33	"iron ore"	"Iron and Ferro-Alloy Metals"	"ANDHRA PRADESH"	"21"	"Ongole dist."	"57. Parnamitta"	"15^32' : 80^03'"	"Fe"	"Banded magnetite quartzite"	"Archaean"	2	""	6	15.53333	80.05
219	12913.17	"iron ore"	"Iron and Ferro-Alloy Metals"	"ANDHRA PRADESH"	"21"	"Ongole dist."	"58. Sidnakonda Addanki"	"15^22' : 79^58'"	"Fe"	"Banded magnetite quartzite"	"Archaean"	3	""	6	15.36667	79.96667
220	25826.33	"iron ore"	"Iron and Ferro-Alloy Metals"	"ANDHRA PRADESH"	"21"	"Ongole dist."	"59. Timmavaram"	"15^43' : 79^58'"	"Fe"	"Banded magnetite quartzite"	"Archaean"	2	""	6	15.71667	79.96667
221	12913.17	"iron ore"	"Iron and Ferro-Alloy Metals"	"ANDHRA PRADESH"	"21"	"Ongole dist."	"60. Vemparala"	"15^53' : 79^56'"	"Fe"	"Banded magnetite quartzite"	"Archaean"	3	""	6	15.88333	79.93333
226	2169.333	"iron ore"	"Iron and Ferro-Alloy Metals"	"BIHAR"	"15"	"Palamau dist."	"4. Dattam"	"23^39'48" : 84^06'"	"Fe"	"Magnetite occurs as bands in gneissic rock"	"Archaean (?) - Proterozoic"	3	""	6	23.66333	84.1
227	2169.333	"iron ore"	"Iron and Ferro-Alloy Metals"	"BIHAR"	"15"	"Palamau dist."	"5. Nawadih"	"23^39'48" : 84^06'"	"Fe"	"Magnetite occurs as bands in gneissic rock"	"Archaean (?) - Proterozoic"	3	""	6	23.66333	84.1
228	2169.333	"iron ore"	"Iron and Ferro-Alloy Metals"	"BIHAR"	"10"	"Palamau dist."	"6. Sun"	"24^02' : 84^05'"	"Fe"	"Thick veins of magnetite occur in chlorite and biotite schist and in association"	"Archaean (?) - Proterozoic"	3	""	6	24.03333	84.08334
229	1185	"iron ore"	"Iron and Ferro-Alloy Metals"	"HARYANA"	"8"	"Monindergarh dist."	"7. Antri-Behanipur"	"27^55'15" : 76^06'"	"Fe"	"Ore deposit occurs in association with rocks of Ajabgarh Group of Delhi Supergro"	"Lower-Middle Proterozoic"	3	""	6	27.92083	76.1
230	1185	"iron ore"	"Iron and Ferro-Alloy Metals"	"HARYANA"	"8"	"Monindergarh dist."	"8. Dhanota-Dhanchouli"	"28^00' : 76^00'"	"Fe"	"Ore deposit occurs in association with rocks of Ajabgarh Group of Delhi Supergro"	"Lower-Middle Proterozoic"	3	""	6	28	76
231	2209048	"iron ore"	"Iron and Ferro-Alloy Metals"	"KARNATAKA"	"20"	"Chikmagalur dist."	"9. Ballalarayana durg Hillocks"	"13^14' : 75^24'"	"Fe"	"The magnetite quartzite of Dharwar Supergroup"	"Archaean - Lower Proterozoic"	1	""	6	13.23333	75.4
232	2209048	"iron ore"	"Iron and Ferro-Alloy Metals"	"KARNATAKA"	"20"	"Chikmagalur dist."	"10. Gangrikal-Gangamila range"	"13^14' : 75^10'"	"Fe"	"The magnetite quartzite occurs in Shimoga Schist Belt"	"Archaean - Lower Proterozoic"	1	""	6	13.23333	75.16666
233	736349.4	"iron ore"	"Iron and Ferro-Alloy Metals"	"KARNATAKA"	"20"	"Chikmagalur dist."	"11. Jayapura"	"13^25' : 75^24'"	"Fe"	"The magnetite quartzite occurs in Dharwar Supergroup"	"Archaean - Lower Proterozoic"	3	""	6	13.41667	75.4
234	2209048	"iron ore"	"Iron and Ferro-Alloy Metals"	"KARNATAKA"	"20"	"Chikmagalur dist."	"12. Kudremukh"	"13^17' : 75^10'"	"Fe"	"The magnetite quartzite occurs in Shimoga Schist Belt"	"Archaean - Lower Proterozoic"	1	""	6	13.28333	75.16666
240	1413.333	"iron ore"	"Iron and Ferro-Alloy Metals"	"KARNATAKA"	"20"	"North Kanara dist."	"20. Angadibail-Achuvegudda"	"14^31' - 14^38'40" : 74^36'30" - 74^37'"	"Fe TV"	"The rocks are granite gneiss, ferruginous phyllite, gabbro and laterites."	"Archaean -Lower Proterozoic"	3	""	7	14.58055	74.6125
241	1413.333	"iron ore"	"Iron and Ferro-Alloy Metals"	"KARNATAKA"	"20"	"North Kanara dist."	"21. Honkeri to Santhepet"	"14^35' : 74^22'"	"Fe TV"	"Titaniferous magnetite occurs in schists of Dharwar Supergroup"	"Archaean -Lower Proterozoic"	3	""	7	14.58333	74.36667
242	106.8226	"iron ore"	"Iron and Ferro-Alloy Metals"	"KARNATAKA"	"20"	"Shimoga dist."	"13. Kodachadri Peak"	"13^51'54" : 74^52'"	"Fe TV"	"The Kodachadri Schist Belt is a part of southern extension of Dharwar-Shimoga Pr"	"Archaean -Lower Proterozoic"	1	""	7	13.865	74.86667
243	35.60755	"iron ore"	"Iron and Ferro-Alloy Metals"	"KARNATAKA"	"20"	"Shimoga dist."	"14. Sakkarebail"	"13^48' : 75^27'"	"Fe TV"	"Vanadiferous and titaniferous magnetite occur in Dharwar Supergroup"	"Archaean -Lower Proterozoic"	3	""	7	13.8	75.45
245	35.60755	"iron ore"	"Iron and Ferro-Alloy Metals"	"KARNATAKA"	"20"	"Shimoga dist."	"47. Devarnarasipura"	"13^50'30" : 75^44'30""	"Fe TV"	"Magnetite quartzite of Dharwar Supergroup"	"Archaean -Lower Proterozoic"	3	""	7	13.84167	75.74167
249	102.6667	"iron ore"	"Iron and Ferro-Alloy Metals"	"KARNATAKA"	"20"	"South Kanara dist."	"16. Dharmasthala"	"12^57' : 75^23'"	"Fe"	"Banded Hematite Quartzite of Dharwar Supergroup"	"Archaean -Lower Proterozoic"	3	""	7	12.95	75.38333
250	102.6667	"iron ore"	"Iron and Ferro-Alloy Metals"	"KARNATAKA"	"20"	"South Kanara dist."	"17. Mundage"	"13^02' : 75^23'"	"Fe"	"Banded Hematite Quartzite of Dharwar Supergroup"	"Archaean -Lower Proterozoic"	3	""	7	13.03333	75.38333
251	102.6667	"iron ore"	"Iron and Ferro-Alloy Metals"	"KARNATAKA"	"20"	"South Kanara dist."	"18. Nidle"	"12^54' : 75^24'"	"Fe"	"Banded Hematite Quartzite of Dharwar Supergroup"	"Archaean -Lower Proterozoic"	3	""	7	12.9	75.4
259	130616.7	"iron ore"	"Iron and Ferro-Alloy Metals"	"ORISSA"	"15"	"Mayurbhanj dist."	"49. Kumhardubi"	"22^15' : 86^15'"	"Fe TV"	"Gabbro, anorthosite"	"Proterozoic"	3	""	7	22.25	86.25
